College,Branch,Exam,Year,Tuition_Fee,Hostel_Fee,Misc_Fee,OneTime_Fee,Total_First_Year,Total_Annual,Scholarship_Eligible
MSRUAS,Mechanical Engineering,KCET,2023,57703,62085,8443,11395,139626,128231,Yes
REVA,Chemical Engineering,COMEDK,2024,162189,71547,11725,16309,261770,245461,Yes
GIT,Aerospace Engineering,COMEDK,2024,192381,66558,8194,22607,289740,267133,No
DSATM,Mechanical Engineering,KCET,2024,71026,70882,14792,17733,174433,156700,Yes
CITGubbi,Electronics and Communication Engineering,COMEDK,2023,164473,66378,15877,25089,271817,246728,Yes
VSM,Electrical and Electronics Engineering,KCET,2024,51886,81464,10544,11948,155842,143894,No
RVUNIV,Biotechnology,COMEDK,2023,188260,84537,13603,20862,307262,286400,No
VVIT,Computer Science and Engineering,COMEDK,2024,165915,90016,17460,13437,286828,273391,No
JNNCE,Artificial Intelligence and Data Science,KCET,2024,67581,84728,12628,18643,183580,164937,Yes
PESU,Mechanical Engineering,COMEDK,2024,217213,81666,12835,15838,327552,311714,Yes
NIE,Computer Science and Engineering,KCET,2023,70115,73979,16867,24831,185792,160961,Yes
NIE,Biotechnology,COMEDK,2024,163148,73596,19331,26712,282787,256075,Yes
BITM,Biotechnology,COMEDK,2023,201382,90766,13127,19639,324914,305275,No
KSIT,Data Science,COMEDK,2024,169302,85258,10596,26850,292006,265156,No
BITM,Mechanical Engineering,KCET,2023,80465,79819,19203,14317,193804,179487,No
DrAIT,Artificial Intelligence and Data Science,KCET,2023,57309,73804,11106,26093,168312,142219,No
SJBIT,Data Science,COMEDK,2024,225581,81352,9640,21520,338093,316573,Yes
AIT,Electronics and Communication Engineering,COMEDK,2023,211651,88000,18012,29840,347503,317663,No
DBIT,Electronics and Communication Engineering,COMEDK,2023,222441,72596,8031,22473,325541,303068,Yes
DSCE,Biotechnology,COMEDK,2024,225258,67872,19979,21072,334181,313109,Yes
AECMandya,Computer Science and Engineering,KCET,2024,72420,77431,19722,22345,191918,169573,No
AEC,Mechanical Engineering,KCET,2023,69632,86274,14517,15808,186231,170423,Yes
BMIT,Artificial Intelligence and Data Science,COMEDK,2023,178097,90288,13271,17827,299483,281656,Yes
REVA,Artificial Intelligence and Data Science,COMEDK,2024,182370,81369,17250,14121,295110,280989,Yes
KLSGIT,Civil Engineering,COMEDK,2023,211853,65562,17071,22113,316599,294486,No
BIT,Artificial Intelligence and Data Science,COMEDK,2023,229924,64417,18824,20359,333524,313165,Yes
AECMandya,Electronics and Communication Engineering,COMEDK,2023,195899,70439,14161,17780,298279,280499,No
SCEM,Civil Engineering,KCET,2023,66980,83094,11326,23605,185005,161400,Yes
SJBIT,Electrical and Electronics Engineering,COMEDK,2023,214664,76517,17004,16139,324324,308185,No
SJBCE,Electrical and Electronics Engineering,KCET,2023,66855,94046,10661,18803,190365,171562,No
VVIT,Biotechnology,KCET,2023,65676,72859,18226,16998,173759,156761,Yes
HKBK,Mechanical Engineering,COMEDK,2023,186790,93850,11650,13885,306175,292290,Yes
BMSIT,Computer Science and Engineering,COMEDK,2023,166445,88508,15281,10213,280447,270234,No
EastPoint,Computer Science and Engineering,COMEDK,2024,239436,91120,8980,29571,369107,339536,No
AECMandya,Robotics and Automation Engineering,KCET,2023,60004,85230,14535,28324,188093,159769,Yes
DSATM,Electronics and Communication Engineering,COMEDK,2024,196472,71395,16222,19238,303327,284089,Yes
DBIT,Civil Engineering,COMEDK,2023,235854,77062,17266,24329,354511,330182,Yes
RIT,Artificial Intelligence and Data Science,KCET,2023,60146,74203,10418,22740,167507,144767,No
ACU,Aerospace Engineering,COMEDK,2024,198271,81670,8573,15633,304147,288514,No
HKBK,Electronics and Communication Engineering,COMEDK,2024,165572,65770,10782,17238,259362,242124,Yes
BITM,Artificial Intelligence and Data Science,KCET,2024,69860,91339,9263,27168,197630,170462,Yes
BMSIT,Artificial Intelligence and Data Science,KCET,2024,70560,88372,18578,16361,193871,177510,Yes
SDMIT,Robotics and Automation Engineering,KCET,2023,79583,80248,14109,27468,201408,173940,Yes
AEC,Aerospace Engineering,COMEDK,2024,245104,64570,14021,22582,346277,323695,Yes
NMIT,Biotechnology,KCET,2023,51484,73625,10024,22770,157903,135133,Yes
GMIT,Artificial Intelligence and Data Science,KCET,2023,76389,75097,12990,16024,180500,164476,No
VSM,Electronics and Communication Engineering,KCET,2024,83900,81940,10881,29293,206014,176721,No
KSIT,Artificial Intelligence and Data Science,COMEDK,2023,191833,75487,13450,19213,299983,280770,Yes
JIT,Artificial Intelligence and Data Science,KCET,2023,67715,79433,11474,16477,175099,158622,Yes
GIT,Electrical and Electronics Engineering,COMEDK,2023,225491,70594,11503,11919,319507,307588,No
EastPoint,Robotics and Automation Engineering,COMEDK,2024,222063,86662,9462,22928,341115,318187,Yes
JSSSTU,Robotics and Automation Engineering,KCET,2024,73133,89530,9080,13743,185486,171743,Yes
NIE,Civil Engineering,COMEDK,2024,241362,79475,14034,20000,354871,334871,Yes
CITGubbi,Information Science and Engineering,KCET,2023,65833,64486,19055,20772,170146,149374,No
UVCE,Aerospace Engineering,COMEDK,2023,189136,90561,13635,27102,320434,293332,No
KSIT,Robotics and Automation Engineering,COMEDK,2024,164350,79684,9075,15246,268355,253109,Yes
MSRUAS,Artificial Intelligence and Data Science,KCET,2023,57028,72778,16428,27336,173570,146234,Yes
RIT,Artificial Intelligence and Data Science,COMEDK,2024,202596,81101,14787,29015,327499,298484,No
NIE,Civil Engineering,KCET,2023,64940,61131,10909,14886,151866,136980,Yes
UVCE,Electronics and Communication Engineering,KCET,2023,81222,87034,17928,18367,204551,186184,Yes
BIT,Electrical and Electronics Engineering,COMEDK,2023,227156,78748,13262,15492,334658,319166,Yes
NMIT,Civil Engineering,COMEDK,2024,204581,84640,15834,19739,324794,305055,Yes
RIT,Computer Science and Engineering,COMEDK,2024,179134,94259,13895,24206,311494,287288,Yes
NMIT,Information Science and Engineering,COMEDK,2024,173397,89322,11986,21405,296110,274705,Yes
VSM,Civil Engineering,KCET,2023,74951,65710,15736,18991,175388,156397,No
BITM,Electrical and Electronics Engineering,COMEDK,2024,179719,81121,13987,19965,294792,274827,No
SCEM,Robotics and Automation Engineering,COMEDK,2024,232944,64983,15722,25061,338710,313649,Yes
UVCE,Chemical Engineering,KCET,2024,81681,88996,18240,22490,211407,188917,Yes
SIT,Mechanical Engineering,KCET,2023,83008,92444,8024,12955,196431,183476,Yes
BIT,Civil Engineering,KCET,2023,80900,71403,12578,15937,180818,164881,No
BMSIT,Data Science,KCET,2023,70133,60955,10064,15760,156912,141152,No
HKBK,Civil Engineering,COMEDK,2023,225997,70326,12954,13250,322527,309277,Yes
SDMCET,Chemical Engineering,COMEDK,2023,233853,89341,9774,15868,348836,332968,Yes
NIE,Chemical Engineering,COMEDK,2024,163147,66073,18069,10500,257789,247289,No
SCEM,Electronics and Communication Engineering,COMEDK,2024,230605,71653,17966,13148,333372,320224,No
RVCE,Civil Engineering,COMEDK,2023,204690,94142,17017,20360,336209,315849,No
JNNCE,Information Science and Engineering,COMEDK,2024,230268,85794,10384,12538,338984,326446,No
CMRIT,Electrical and Electronics Engineering,KCET,2023,52129,87231,11324,20946,171630,150684,Yes
RIT,Artificial Intelligence and Data Science,COMEDK,2023,212904,79998,11934,16236,321072,304836,Yes
YKCE,Data Science,COMEDK,2023,247694,72299,11020,29416,360429,331013,No
DSCE,Aerospace Engineering,KCET,2024,58903,70145,18632,27952,175632,147680,No
BIT,Information Science and Engineering,KCET,2023,53266,80718,17155,24507,175646,151139,Yes
BMSCE,Data Science,KCET,2024,68017,84741,10689,27677,191124,163447,No
VVCE,Civil Engineering,COMEDK,2024,237401,92620,18501,12723,361245,348522,No
DSCE,Computer Science and Engineering,COMEDK,2023,239691,84590,12786,21297,358364,337067,Yes
NIE,Biotechnology,KCET,2024,50226,67966,9841,15617,143650,128033,No
SJBCE,Biotechnology,KCET,2023,74856,91124,8760,14268,189008,174740,No
AIT,Biotechnology,COMEDK,2023,236549,64823,13738,26789,341899,315110,No
MSRIT,Artificial Intelligence and Data Science,KCET,2024,78419,70053,9865,22076,180413,158337,No
DSCE,Computer Science and Engineering,COMEDK,2023,221263,64369,14108,12126,311866,299740,No
VSM,Aerospace Engineering,KCET,2024,58153,94542,8019,26190,186904,160714,Yes
RAIT,Robotics and Automation Engineering,KCET,2023,61952,80201,16220,16542,174915,158373,Yes
VemanaIT,Artificial Intelligence and Data Science,COMEDK,2023,198530,72525,19420,26762,317237,290475,Yes
RNSIT,Chemical Engineering,COMEDK,2024,232301,75771,16771,12948,337791,324843,Yes
CITGubbi,Data Science,KCET,2023,50815,80360,12971,29631,173777,144146,No
RNSIT,Information Science and Engineering,COMEDK,2023,220144,82514,15201,22659,340518,317859,No
DrAIT,Chemical Engineering,KCET,2023,75302,90222,13739,15427,194690,179263,No
ACU,Biotechnology,COMEDK,2023,172300,83427,15336,11390,282453,271063,No
BMSCE,Information Science and Engineering,COMEDK,2023,195751,75055,12467,11923,295196,283273,No
VemanaIT,Aerospace Engineering,KCET,2023,59858,89399,11657,14883,175797,160914,Yes
DrAIT,Electronics and Communication Engineering,COMEDK,2023,194868,85910,10660,10412,301850,291438,Yes
ACU,Robotics and Automation Engineering,KCET,2024,51348,79401,13448,15309,159506,144197,No
BNMIT,Biotechnology,KCET,2023,56819,67092,10138,18997,153046,134049,No
DSATM,Electrical and Electronics Engineering,COMEDK,2023,184847,85330,19085,16259,305521,289262,No
RVUNIV,Electrical and Electronics Engineering,KCET,2024,56394,65922,10928,20808,154052,133244,No
PESCE,Aerospace Engineering,COMEDK,2024,242825,81089,19745,13459,357118,343659,Yes
JSSSTU,Aerospace Engineering,KCET,2024,69415,77022,12602,16545,175584,159039,No
BIT,Chemical Engineering,KCET,2023,76718,64141,9140,26133,176132,149999,Yes
AITM,Robotics and Automation Engineering,COMEDK,2023,222376,78503,8632,26960,336471,309511,No
NMIT,Robotics and Automation Engineering,KCET,2023,66073,67902,15884,24876,174735,149859,No
JIT,Electrical and Electronics Engineering,KCET,2023,61910,88398,15393,16595,182296,165701,Yes
BMIT,Electrical and Electronics Engineering,KCET,2024,62766,74619,13322,10774,161481,150707,No
BMSCE,Electronics and Communication Engineering,KCET,2023,77683,78213,19610,15757,191263,175506,No
JIT,Electrical and Electronics Engineering,KCET,2024,72480,78877,13932,10768,176057,165289,Yes
VemanaIT,Chemical Engineering,COMEDK,2023,161886,82883,16423,10892,272084,261192,No
SCEM,Biotechnology,COMEDK,2024,240142,64717,15658,15559,336076,320517,Yes
JSSSTU,Mechanical Engineering,KCET,2024,62425,73616,14566,13593,164200,150607,Yes
REVA,Computer Science and Engineering,KCET,2023,57028,91367,12726,18519,179640,161121,No
SDMCET,Data Science,COMEDK,2024,246408,74487,9420,13528,343843,330315,No
YKCE,Biotechnology,COMEDK,2023,181683,65046,14934,27574,289237,261663,No
NHCE,Mechanical Engineering,COMEDK,2023,195747,60219,13259,28407,297632,269225,Yes
RAIT,Electronics and Communication Engineering,KCET,2023,79030,69940,15434,10471,174875,164404,No
ACU,Computer Science and Engineering,KCET,2024,83976,91119,13141,15933,204169,188236,No
NIE,Aerospace Engineering,KCET,2023,78961,78521,14921,13120,185523,172403,No
BMSCE,Computer Science and Engineering,COMEDK,2024,200186,92773,17080,15095,325134,310039,No
KLSGIT,Data Science,COMEDK,2024,249864,66208,19023,29296,364391,335095,No
VVIT,Civil Engineering,COMEDK,2023,213340,67381,8334,18263,307318,289055,Yes
BMSCE,Electronics and Communication Engineering,KCET,2023,50976,84857,18319,23586,177738,154152,No
DSATM,Artificial Intelligence and Data Science,COMEDK,2023,208429,68281,15836,18378,310924,292546,No
HKBK,Mechanical Engineering,KCET,2023,82520,81946,13693,19432,197591,178159,Yes
SJBIT,Information Science and Engineering,COMEDK,2024,168874,65644,11420,17724,263662,245938,No
VSM,Mechanical Engineering,KCET,2023,62823,72383,10743,17602,163551,145949,No
BMSIT,Artificial Intelligence and Data Science,COMEDK,2023,166147,81277,16468,20547,284439,263892,Yes
JIT,Artificial Intelligence and Data Science,COMEDK,2023,177028,64811,10460,12029,264328,252299,Yes
AECMandya,Data Science,KCET,2024,82340,68598,13943,21757,186638,164881,Yes
BMIT,Artificial Intelligence and Data Science,KCET,2024,64608,60488,17945,23347,166388,143041,Yes
RNSIT,Data Science,COMEDK,2024,178093,93377,12137,18873,302480,283607,No
VSM,Artificial Intelligence and Data Science,COMEDK,2023,212459,66266,10140,20044,308909,288865,Yes
VVCE,Robotics and Automation Engineering,COMEDK,2024,222501,68554,19995,12903,323953,311050,Yes
DBIT,Biotechnology,COMEDK,2023,242599,89312,9685,14494,356090,341596,No
JNNCE,Chemical Engineering,COMEDK,2024,161286,93733,15586,13396,284001,270605,No
DBIT,Biotechnology,COMEDK,2024,162801,78677,18306,21531,281315,259784,Yes
RIT,Civil Engineering,COMEDK,2023,199623,76172,17095,24082,316972,292890,No
UVCE,Robotics and Automation Engineering,COMEDK,2023,170717,71140,13222,13946,269025,255079,Yes
AIT,Electrical and Electronics Engineering,COMEDK,2024,249352,80668,15573,27504,373097,345593,No
PRES,Mechanical Engineering,COMEDK,2023,171477,86729,18436,14657,291299,276642,Yes
VSM,Robotics and Automation Engineering,COMEDK,2024,224396,73879,10763,21866,330904,309038,No
RVCE,Electronics and Communication Engineering,KCET,2023,51769,60831,10698,26810,150108,123298,No
RIT,Computer Science and Engineering,KCET,2024,83233,66763,15240,13050,178286,165236,No
RVUNIV,Data Science,COMEDK,2024,190474,69018,10764,27472,297728,270256,Yes
UVCE,Computer Science and Engineering,KCET,2024,69583,71525,17772,13417,172297,158880,Yes
HKBK,Information Science and Engineering,KCET,2023,73980,91289,8661,19821,193751,173930,No
RIT,Aerospace Engineering,KCET,2023,68190,92146,14569,14716,189621,174905,Yes
UVCE,Aerospace Engineering,COMEDK,2024,205327,60780,9541,29760,305408,275648,Yes
UVCE,Civil Engineering,COMEDK,2023,168388,89431,16403,14824,289046,274222,No
ACU,Civil Engineering,COMEDK,2024,205669,61033,13721,16365,296788,280423,No
BMSIT,Electrical and Electronics Engineering,KCET,2024,59556,71395,8745,16862,156558,139696,Yes
UVCE,Biotechnology,COMEDK,2023,225709,73227,15237,22589,336762,314173,Yes
AITM,Information Science and Engineering,KCET,2024,61525,76494,8513,18192,164724,146532,Yes
BIT,Artificial Intelligence and Data Science,KCET,2024,81346,79983,9049,15049,185427,170378,No
MSRUAS,Biotechnology,COMEDK,2023,190280,78234,8152,15478,292144,276666,Yes
PRES,Information Science and Engineering,KCET,2024,81560,66748,15551,29682,193541,163859,Yes
HKBK,Biotechnology,KCET,2023,51225,67540,10491,24132,153388,129256,Yes
RAIT,Electrical and Electronics Engineering,KCET,2023,53272,81815,9897,12677,157661,144984,Yes
SJBCE,Mechanical Engineering,KCET,2023,79701,83324,15484,11727,190236,178509,Yes
JNNCE,Data Science,KCET,2023,56571,64486,10459,13828,145344,131516,Yes
SCEM,Data Science,KCET,2023,77398,74286,8686,27114,187484,160370,No
RVCE,Biotechnology,COMEDK,2023,186409,88062,10856,23668,308995,285327,No
GMIT,Robotics and Automation Engineering,COMEDK,2023,201237,89063,11718,18490,320508,302018,Yes
PRES,Electrical and Electronics Engineering,COMEDK,2023,247998,76389,18747,22265,365399,343134,Yes
CMRIT,Chemical Engineering,KCET,2024,72148,82329,14141,15283,183901,168618,Yes
RAIT,Chemical Engineering,KCET,2023,66652,65580,11126,15045,158403,143358,No
BITM,Computer Science and Engineering,KCET,2024,65551,61555,13821,16427,157354,140927,Yes
SDMCET,Aerospace Engineering,COMEDK,2024,193306,62923,8866,13240,278335,265095,No
PESU,Electrical and Electronics Engineering,COMEDK,2023,232570,76377,17115,20090,346152,326062,Yes
JNNCE,Computer Science and Engineering,COMEDK,2023,219806,74513,13092,13251,320662,307411,No
NMIT,Biotechnology,COMEDK,2024,231205,81453,13676,23056,349390,326334,No
BMSCE,Artificial Intelligence and Data Science,COMEDK,2023,171711,90614,19566,16761,298652,281891,Yes
MSRIT,Chemical Engineering,KCET,2023,59813,87902,15185,20794,183694,162900,No
PESCE,Computer Science and Engineering,KCET,2024,83948,82766,14340,26691,207745,181054,No
HKBK,Mechanical Engineering,KCET,2023,53658,86125,10919,25683,176385,150702,Yes
BITM,Information Science and Engineering,COMEDK,2024,211155,87465,10230,17765,326615,308850,Yes
MVJCE,Civil Engineering,KCET,2023,84195,70012,14545,10268,179020,168752,Yes
JSSSTU,Robotics and Automation Engineering,COMEDK,2024,237485,93001,9082,29129,368697,339568,Yes
AIT,Data Science,KCET,2023,83819,69949,17441,17194,188403,171209,Yes
REVA,Artificial Intelligence and Data Science,COMEDK,2023,203509,77050,8195,24971,313725,288754,No
CITGubbi,Data Science,COMEDK,2023,239819,72290,9881,13238,335228,321990,No
CMRIT,Electronics and Communication Engineering,COMEDK,2023,245121,82171,19847,29026,376165,347139,No
RVUNIV,Information Science and Engineering,COMEDK,2023,223502,81079,17459,18028,340068,322040,Yes
AECMandya,Chemical Engineering,COMEDK,2023,162667,62403,15424,26765,267259,240494,Yes
KLEIT,Civil Engineering,KCET,2024,84769,68778,15587,15730,184864,169134,Yes
PRES,Information Science and Engineering,COMEDK,2023,168882,88792,11827,29709,299210,269501,Yes
JIT,Aerospace Engineering,COMEDK,2024,200986,75185,17719,10471,304361,293890,Yes
MSRUAS,Biotechnology,COMEDK,2024,200025,90077,9229,12359,311690,299331,No
SDMIT,Aerospace Engineering,KCET,2024,53432,65211,12840,12825,144308,131483,Yes
BITM,Information Science and Engineering,COMEDK,2024,220907,64113,15617,14015,314652,300637,No
VemanaIT,Data Science,COMEDK,2024,160901,85446,19847,22221,288415,266194,Yes
MSRIT,Data Science,KCET,2023,51742,74914,14383,12740,153779,141039,No
AEC,Electronics and Communication Engineering,KCET,2024,55461,76008,16851,25537,173857,148320,Yes
EastPoint,Electronics and Communication Engineering,COMEDK,2024,208912,79246,10054,18950,317162,298212,Yes
RVUNIV,Chemical Engineering,KCET,2023,79671,93506,11275,18835,203287,184452,No
BMIT,Chemical Engineering,KCET,2024,59870,89609,9423,29947,188849,158902,No
MSRUAS,Information Science and Engineering,KCET,2023,69453,72171,13518,15371,170513,155142,Yes
VIT,Aerospace Engineering,KCET,2023,82914,63065,17531,22983,186493,163510,No
SJBCE,Aerospace Engineering,COMEDK,2023,200251,69386,8593,14770,293000,278230,Yes
VSM,Electrical and Electronics Engineering,COMEDK,2024,240643,76233,13962,15660,346498,330838,Yes
ACU,Data Science,KCET,2024,54757,94355,8794,18514,176420,157906,Yes
JSSSTU,Aerospace Engineering,KCET,2023,50820,85663,10467,19358,166308,146950,No
