College,Branch,Category,Exam,Year,Total_Seats
KLEIT,Aerospace Engineering,Christian,COMEDK,2024,21
RNSIT,Electronics and Communication Engineering,SC,COMEDK,2024,31
ACU,Biotechnology,Christian,COMEDK,2024,15
NMIT,Artificial Intelligence and Data Science,SC,KCET,2024,12
DBIT,Information Science and Engineering,GM,COMEDK,2024,45
CMRIT,Chemical Engineering,GM,KCET,2024,34
AECMandya,Mechanical Engineering,GM,KCET,2023,48
VSM,Information Science and Engineering,Tulu,KCET,2024,12
NHCE,Biotechnology,OBC,COMEDK,2024,26
VIT,Mechanical Engineering,Christian,KCET,2024,39
RVUNIV,Robotics and Automation Engineering,SC,KCET,2023,25
AEC,Chemical Engineering,GM,KCET,2023,10
BMSCE,Mechanical Engineering,SC,KCET,2023,59
NIE,Computer Science and Engineering,Christian,COMEDK,2024,11
RVCE,Computer Science and Engineering,Tulu,KCET,2023,38
BNMIT,Biotechnology,GM,KCET,2023,22
SIT,Electrical and Electronics Engineering,SC,KCET,2023,16
VSM,Biotechnology,SC,KCET,2023,21
RVUNIV,Mechanical Engineering,Christian,KCET,2023,38
DBIT,Chemical Engineering,Tulu,KCET,2024,8
NHCE,Information Science and Engineering,ST,KCET,2024,21
CITGubbi,Artificial Intelligence and Data Science,GM,COMEDK,2024,14
AITM,Artificial Intelligence and Data Science,ST,KCET,2024,25
SJBIT,Data Science,GM,COMEDK,2023,52
REVA,Robotics and Automation Engineering,ST,COMEDK,2024,53
MSRIT,Computer Science and Engineering,Tulu,KCET,2024,8
SITM,Robotics and Automation Engineering,GM,COMEDK,2024,42
EastPoint,Mechanical Engineering,OBC,COMEDK,2024,59
NCET,Mechanical Engineering,GM,KCET,2024,59
DSATM,Electronics and Communication Engineering,Tulu,COMEDK,2024,34
YKCE,Electrical and Electronics Engineering,Christian,KCET,2024,20
GIT,Biotechnology,Tulu,KCET,2024,44
BITM,Aerospace Engineering,OBC,KCET,2023,46
VVIT,Electrical and Electronics Engineering,ST,COMEDK,2023,52
DSATM,Civil Engineering,OBC,COMEDK,2024,35
MVJCE,Electronics and Communication Engineering,GM,COMEDK,2024,24
DSATM,Chemical Engineering,ST,KCET,2023,23
REVA,Biotechnology,Christian,COMEDK,2023,30
KSIT,Chemical Engineering,GM,COMEDK,2023,41
VIT,Artificial Intelligence and Data Science,Tulu,KCET,2024,49
BMSIT,Chemical Engineering,SC,KCET,2023,38
SCEM,Computer Science and Engineering,GM,COMEDK,2023,53
NCET,Computer Science and Engineering,Tulu,KCET,2023,21
RVCE,Artificial Intelligence and Data Science,Tulu,COMEDK,2024,55
EastPoint,Information Science and Engineering,GM,KCET,2023,57
VSM,Computer Science and Engineering,SC,KCET,2024,45
SDMIT,Aerospace Engineering,Tulu,KCET,2024,53
SJBIT,Biotechnology,ST,KCET,2023,15
KLSGIT,Aerospace Engineering,ST,COMEDK,2023,56
BMIT,Civil Engineering,GM,KCET,2024,22
SDMCET,Computer Science and Engineering,Christian,KCET,2023,51
SCEM,Information Science and Engineering,Christian,KCET,2023,29
SJBCE,Artificial Intelligence and Data Science,Christian,KCET,2023,54
PRES,Electronics and Communication Engineering,Christian,COMEDK,2023,16
DSATM,Aerospace Engineering,OBC,COMEDK,2024,40
GIT,Robotics and Automation Engineering,GM,KCET,2024,34
AIT,Artificial Intelligence and Data Science,OBC,COMEDK,2023,32
VVCE,Biotechnology,GM,KCET,2024,25
YKCE,Aerospace Engineering,OBC,KCET,2023,53
AIT,Chemical Engineering,OBC,COMEDK,2023,17
REVA,Robotics and Automation Engineering,ST,KCET,2024,46
KLEIT,Chemical Engineering,ST,KCET,2024,23
SDMCET,Data Science,Christian,KCET,2023,34
GIT,Civil Engineering,GM,COMEDK,2023,50
BMSIT,Artificial Intelligence and Data Science,Tulu,KCET,2024,34
BITM,Civil Engineering,OBC,KCET,2024,54
NHCE,Aerospace Engineering,Christian,KCET,2023,9
YKCE,Biotechnology,ST,KCET,2024,15
RVUNIV,Electrical and Electronics Engineering,Christian,KCET,2023,11
GMIT,Artificial Intelligence and Data Science,Christian,KCET,2023,31
UVCE,Mechanical Engineering,ST,KCET,2024,38
RIT,Chemical Engineering,ST,KCET,2024,40
BMIT,Aerospace Engineering,SC,COMEDK,2024,34
KLEIT,Information Science and Engineering,OBC,KCET,2023,56
MSRIT,Biotechnology,Christian,COMEDK,2024,23
PRES,Robotics and Automation Engineering,OBC,KCET,2024,41
GIT,Electrical and Electronics Engineering,Christian,COMEDK,2023,18
CITGubbi,Data Science,OBC,KCET,2023,57
GIT,Electrical and Electronics Engineering,SC,KCET,2024,10
NIE,Civil Engineering,ST,COMEDK,2023,22
BMSIT,Data Science,OBC,KCET,2024,11
VVIT,Information Science and Engineering,GM,COMEDK,2024,60
EastPoint,Computer Science and Engineering,SC,KCET,2024,58
DBIT,Electronics and Communication Engineering,Tulu,KCET,2023,44
NIE,Civil Engineering,OBC,KCET,2023,14
SJBCE,Electrical and Electronics Engineering,SC,COMEDK,2024,24
PESU,Aerospace Engineering,SC,COMEDK,2024,12
PESU,Robotics and Automation Engineering,ST,COMEDK,2023,9
BMIT,Aerospace Engineering,Christian,KCET,2023,26
CMRIT,Computer Science and Engineering,Tulu,KCET,2023,29
PRES,Data Science,OBC,COMEDK,2024,48
UVCE,Data Science,OBC,COMEDK,2023,9
SDMIT,Chemical Engineering,Tulu,COMEDK,2024,44
VVCE,Chemical Engineering,Tulu,COMEDK,2024,26
AEC,Robotics and Automation Engineering,Christian,COMEDK,2024,49
SDMCET,Electronics and Communication Engineering,Christian,COMEDK,2023,34
SJBCE,Artificial Intelligence and Data Science,GM,COMEDK,2023,14
JNNCE,Robotics and Automation Engineering,Christian,KCET,2024,43
EastPoint,Chemical Engineering,Tulu,KCET,2023,24
PESU,Information Science and Engineering,GM,COMEDK,2024,8
PESCE,Chemical Engineering,GM,KCET,2023,10
VVIT,Electronics and Communication Engineering,OBC,KCET,2023,6
VemanaIT,Electronics and Communication Engineering,ST,KCET,2023,53
BMIT,Aerospace Engineering,GM,COMEDK,2023,58
MSRUAS,Biotechnology,ST,COMEDK,2023,56
NCET,Computer Science and Engineering,SC,KCET,2023,42
MSRUAS,Chemical Engineering,ST,COMEDK,2024,25
BMIT,Electronics and Communication Engineering,ST,COMEDK,2023,27
MSRIT,Mechanical Engineering,Tulu,KCET,2024,53
HKBK,Data Science,Christian,COMEDK,2024,11
SDMCET,Biotechnology,Christian,KCET,2024,58
KLSGIT,Information Science and Engineering,OBC,COMEDK,2024,7
SDMCET,Artificial Intelligence and Data Science,SC,KCET,2023,57
BMIT,Electronics and Communication Engineering,Tulu,KCET,2024,38
CMRIT,Aerospace Engineering,GM,COMEDK,2023,19
AITM,Electronics and Communication Engineering,GM,COMEDK,2023,55
SDMCET,Chemical Engineering,SC,COMEDK,2023,8
YKCE,Aerospace Engineering,OBC,COMEDK,2023,42
VIT,Computer Science and Engineering,Christian,KCET,2024,32
VIT,Electronics and Communication Engineering,SC,COMEDK,2023,19
BMSIT,Information Science and Engineering,OBC,KCET,2024,26
EastPoint,Electronics and Communication Engineering,GM,KCET,2023,6
BIT,Artificial Intelligence and Data Science,ST,KCET,2023,24
VIT,Artificial Intelligence and Data Science,SC,KCET,2024,43
VSM,Robotics and Automation Engineering,GM,KCET,2024,18
MVJCE,Biotechnology,Christian,COMEDK,2023,53
DSATM,Biotechnology,Tulu,COMEDK,2024,14
JSSSTU,Artificial Intelligence and Data Science,ST,KCET,2023,51
DSATM,Computer Science and Engineering,Tulu,KCET,2024,31
JNNCE,Chemical Engineering,SC,COMEDK,2024,28
MSRIT,Chemical Engineering,OBC,KCET,2024,42
NCET,Electrical and Electronics Engineering,Christian,COMEDK,2023,13
SITM,Mechanical Engineering,ST,KCET,2023,50
ACU,Chemical Engineering,Tulu,COMEDK,2024,28
SITM,Electronics and Communication Engineering,ST,COMEDK,2024,15
VVIT,Information Science and Engineering,OBC,COMEDK,2024,53
GIT,Biotechnology,Christian,COMEDK,2024,37
AITM,Biotechnology,GM,COMEDK,2023,58
SJBIT,Civil Engineering,Christian,KCET,2023,19
DrAIT,Biotechnology,SC,COMEDK,2023,44
VemanaIT,Mechanical Engineering,ST,KCET,2023,7
CMRIT,Robotics and Automation Engineering,SC,KCET,2024,28
JSSSTU,Electrical and Electronics Engineering,ST,KCET,2023,39
MVJCE,Robotics and Automation Engineering,SC,KCET,2024,39
DSATM,Computer Science and Engineering,ST,KCET,2023,16
DSCE,Biotechnology,Tulu,KCET,2023,14
CMRIT,Civil Engineering,ST,KCET,2024,25
BIT,Robotics and Automation Engineering,Tulu,KCET,2023,13
MVJCE,Robotics and Automation Engineering,SC,COMEDK,2023,37
RIT,Data Science,GM,COMEDK,2023,10
AEC,Electrical and Electronics Engineering,OBC,KCET,2024,7
MSRUAS,Computer Science and Engineering,Christian,KCET,2024,39
AECMandya,Mechanical Engineering,ST,KCET,2024,55
DSATM,Civil Engineering,Christian,KCET,2024,51
RNSIT,Robotics and Automation Engineering,OBC,COMEDK,2023,47
BNMIT,Robotics and Automation Engineering,SC,COMEDK,2024,19
VIT,Information Science and Engineering,OBC,KCET,2024,23
VIT,Civil Engineering,Christian,KCET,2023,6
PRES,Biotechnology,Tulu,KCET,2023,26
VVIT,Biotechnology,GM,KCET,2024,37
RVUNIV,Electronics and Communication Engineering,GM,KCET,2024,24
DSATM,Artificial Intelligence and Data Science,GM,COMEDK,2024,50
SJBIT,Biotechnology,OBC,KCET,2024,58
JSSSTU,Mechanical Engineering,GM,COMEDK,2023,42
HKBK,Robotics and Automation Engineering,SC,COMEDK,2024,45
EastPoint,Electrical and Electronics Engineering,SC,COMEDK,2024,25
VVCE,Mechanical Engineering,GM,KCET,2024,22
GIT,Electronics and Communication Engineering,Tulu,COMEDK,2023,7
BITM,Computer Science and Engineering,ST,COMEDK,2023,14
RNSIT,Data Science,SC,KCET,2023,18
HKBK,Electrical and Electronics Engineering,Tulu,COMEDK,2023,51
JIT,Chemical Engineering,SC,COMEDK,2024,10
ACU,Computer Science and Engineering,ST,COMEDK,2024,31
JSSSTU,Aerospace Engineering,Tulu,COMEDK,2023,28
RNSIT,Aerospace Engineering,Christian,KCET,2024,60
KLSGIT,Data Science,Tulu,COMEDK,2024,19
ACU,Biotechnology,GM,KCET,2024,16
RAIT,Aerospace Engineering,ST,COMEDK,2024,7
SCEM,Biotechnology,Christian,KCET,2024,27
BIT,Mechanical Engineering,GM,COMEDK,2023,39
PRES,Electrical and Electronics Engineering,OBC,KCET,2023,52
NCET,Artificial Intelligence and Data Science,GM,KCET,2024,56
YKCE,Aerospace Engineering,Christian,KCET,2024,37
ACU,Robotics and Automation Engineering,Tulu,KCET,2024,53
BMSCE,Chemical Engineering,SC,KCET,2023,31
HKBK,Artificial Intelligence and Data Science,OBC,KCET,2023,37
BITM,Mechanical Engineering,SC,KCET,2024,41
AEC,Electrical and Electronics Engineering,SC,COMEDK,2024,43
PESCE,Aerospace Engineering,SC,COMEDK,2024,60
BMSIT,Mechanical Engineering,Christian,KCET,2024,53
KSIT,Computer Science and Engineering,ST,COMEDK,2023,21
AEC,Aerospace Engineering,OBC,KCET,2024,14
UVCE,Computer Science and Engineering,GM,COMEDK,2023,12
AEC,Mechanical Engineering,OBC,KCET,2024,22
BMSIT,Electrical and Electronics Engineering,ST,COMEDK,2023,36
KLSGIT,Electrical and Electronics Engineering,SC,COMEDK,2024,26
UVCE,Aerospace Engineering,SC,KCET,2024,51
KLSGIT,Mechanical Engineering,Tulu,COMEDK,2023,27
GMIT,Civil Engineering,OBC,KCET,2024,31
DrAIT,Artificial Intelligence and Data Science,ST,KCET,2024,18
JIT,Artificial Intelligence and Data Science,Tulu,COMEDK,2023,51
DSATM,Data Science,SC,COMEDK,2023,41
MVJCE,Data Science,GM,KCET,2023,39
DBIT,Aerospace Engineering,OBC,KCET,2023,48
BMSCE,Electronics and Communication Engineering,OBC,KCET,2023,50
MVJCE,Mechanical Engineering,SC,KCET,2023,9
GMIT,Computer Science and Engineering,GM,KCET,2024,29
VemanaIT,Robotics and Automation Engineering,ST,COMEDK,2024,22
DSATM,Computer Science and Engineering,Christian,COMEDK,2023,36
BMSIT,Aerospace Engineering,Tulu,KCET,2023,45
NHCE,Chemical Engineering,OBC,KCET,2024,47
KLSGIT,Aerospace Engineering,GM,COMEDK,2023,59
SIT,Data Science,GM,KCET,2024,21
CITGubbi,Data Science,Tulu,COMEDK,2024,58
VIT,Electrical and Electronics Engineering,ST,KCET,2023,12
EastPoint,Robotics and Automation Engineering,Tulu,KCET,2023,48
DSCE,Artificial Intelligence and Data Science,OBC,KCET,2023,34
PESCE,Mechanical Engineering,GM,KCET,2023,20
REVA,Chemical Engineering,Christian,COMEDK,2024,52
GMIT,Artificial Intelligence and Data Science,Christian,COMEDK,2023,37
KLSGIT,Data Science,Christian,KCET,2023,43
CMRIT,Data Science,Tulu,KCET,2024,40
SDMCET,Data Science,Christian,KCET,2024,12
BNMIT,Computer Science and Engineering,OBC,KCET,2024,22
AITM,Biotechnology,Tulu,KCET,2024,43
RVCE,Artificial Intelligence and Data Science,OBC,KCET,2023,56
RVCE,Chemical Engineering,Christian,KCET,2024,51
SDMIT,Electronics and Communication Engineering,Tulu,KCET,2023,28
AEC,Data Science,SC,COMEDK,2024,12
ACU,Information Science and Engineering,ST,COMEDK,2024,45
AITM,Information Science and Engineering,OBC,KCET,2024,54
CITGubbi,Robotics and Automation Engineering,ST,KCET,2023,56
BITM,Aerospace Engineering,OBC,KCET,2024,39
VVCE,Artificial Intelligence and Data Science,GM,COMEDK,2023,6
BMSIT,Civil Engineering,GM,COMEDK,2024,59
SJBIT,Aerospace Engineering,OBC,COMEDK,2023,52
RVCE,Robotics and Automation Engineering,Christian,KCET,2023,36
VSM,Aerospace Engineering,SC,KCET,2024,34
YKCE,Mechanical Engineering,GM,COMEDK,2023,57
CMRIT,Data Science,Tulu,COMEDK,2024,6
VemanaIT,Robotics and Automation Engineering,ST,KCET,2023,12
VSM,Data Science,GM,COMEDK,2023,38
BITM,Chemical Engineering,SC,KCET,2023,18
JSSSTU,Data Science,SC,COMEDK,2024,25
VSM,Robotics and Automation Engineering,Tulu,KCET,2023,16
BMIT,Data Science,Christian,COMEDK,2023,24
MSRIT,Electronics and Communication Engineering,SC,KCET,2023,35
VVCE,Biotechnology,Christian,KCET,2024,40
MVJCE,Biotechnology,Christian,KCET,2024,53
SIT,Electrical and Electronics Engineering,GM,KCET,2024,21
AITM,Biotechnology,Tulu,KCET,2023,59
VVIT,Data Science,Christian,COMEDK,2023,18
AITM,Chemical Engineering,ST,COMEDK,2023,41
AITM,Electronics and Communication Engineering,GM,COMEDK,2024,58
KSIT,Artificial Intelligence and Data Science,ST,COMEDK,2023,33
GMIT,Chemical Engineering,OBC,KCET,2023,38
SITM,Computer Science and Engineering,GM,COMEDK,2024,24
SITM,Chemical Engineering,GM,COMEDK,2024,23
VSM,Computer Science and Engineering,GM,COMEDK,2024,31
BNMIT,Biotechnology,SC,COMEDK,2024,56
CITGubbi,Biotechnology,ST,COMEDK,2023,12
KSIT,Robotics and Automation Engineering,SC,KCET,2024,48
NMIT,Civil Engineering,SC,COMEDK,2023,31
AECMandya,Data Science,Tulu,KCET,2023,50
YKCE,Data Science,OBC,KCET,2024,28
SIT,Robotics and Automation Engineering,SC,KCET,2024,17
VemanaIT,Aerospace Engineering,Christian,KCET,2023,33
VSM,Artificial Intelligence and Data Science,Christian,COMEDK,2024,15
KLSGIT,Computer Science and Engineering,Christian,KCET,2024,7
DrAIT,Civil Engineering,Tulu,KCET,2023,36
SJBIT,Robotics and Automation Engineering,SC,COMEDK,2023,16
ACU,Aerospace Engineering,SC,KCET,2024,41
VIT,Electrical and Electronics Engineering,ST,KCET,2024,48
AITM,Artificial Intelligence and Data Science,OBC,COMEDK,2024,52
SCEM,Computer Science and Engineering,Christian,KCET,2024,52
RAIT,Data Science,Christian,KCET,2023,16
CITGubbi,Chemical Engineering,SC,KCET,2024,15
BIT,Computer Science and Engineering,OBC,COMEDK,2024,53
SJBIT,Data Science,OBC,KCET,2024,28
RIT,Electronics and Communication Engineering,Christian,COMEDK,2024,12
BNMIT,Robotics and Automation Engineering,OBC,COMEDK,2024,6
VemanaIT,Mechanical Engineering,OBC,COMEDK,2024,57
MVJCE,Biotechnology,GM,COMEDK,2024,12
YKCE,Mechanical Engineering,OBC,KCET,2023,7
KLSGIT,Chemical Engineering,SC,KCET,2023,21
NHCE,Aerospace Engineering,Tulu,KCET,2024,10
DrAIT,Civil Engineering,SC,COMEDK,2024,51
BIT,Electrical and Electronics Engineering,OBC,KCET,2023,31
MSRIT,Civil Engineering,SC,COMEDK,2024,21
SCEM,Computer Science and Engineering,OBC,COMEDK,2023,55
RAIT,Data Science,OBC,COMEDK,2023,34
PESCE,Computer Science and Engineering,OBC,KCET,2024,8
VIT,Aerospace Engineering,SC,KCET,2024,51
PRES,Computer Science and Engineering,GM,KCET,2023,33
RVCE,Electrical and Electronics Engineering,GM,KCET,2023,32
GIT,Electronics and Communication Engineering,Tulu,COMEDK,2024,14
VVIT,Aerospace Engineering,Tulu,KCET,2023,13
JIT,Electronics and Communication Engineering,Christian,COMEDK,2024,11
SDMIT,Electronics and Communication Engineering,Tulu,COMEDK,2024,35
MSRUAS,Data Science,ST,KCET,2024,51
VVCE,Civil Engineering,Christian,KCET,2023,31
AECMandya,Artificial Intelligence and Data Science,Christian,COMEDK,2023,57
YKCE,Civil Engineering,Tulu,KCET,2024,23
DSCE,Aerospace Engineering,Christian,KCET,2024,19
PESU,Electrical and Electronics Engineering,Tulu,KCET,2024,31
VemanaIT,Information Science and Engineering,Christian,KCET,2024,29
VSM,Computer Science and Engineering,ST,KCET,2024,57
MVJCE,Information Science and Engineering,Christian,KCET,2024,6
VIT,Civil Engineering,SC,COMEDK,2023,29
JNNCE,Computer Science and Engineering,Christian,COMEDK,2024,43
DBIT,Information Science and Engineering,ST,COMEDK,2023,6
SDMCET,Chemical Engineering,GM,COMEDK,2023,31
ACU,Mechanical Engineering,SC,KCET,2023,37
VVCE,Artificial Intelligence and Data Science,ST,KCET,2023,42
CITGubbi,Chemical Engineering,GM,KCET,2024,16
ACU,Computer Science and Engineering,GM,COMEDK,2023,17
SITM,Mechanical Engineering,Tulu,KCET,2024,13
BMSIT,Information Science and Engineering,ST,COMEDK,2023,6
PESU,Biotechnology,Christian,COMEDK,2024,27
KLSGIT,Chemical Engineering,SC,COMEDK,2024,35
VIT,Robotics and Automation Engineering,OBC,KCET,2024,26
VSM,Robotics and Automation Engineering,SC,KCET,2023,27
AEC,Chemical Engineering,Tulu,KCET,2023,8
VVCE,Information Science and Engineering,OBC,KCET,2023,14
DSCE,Robotics and Automation Engineering,Christian,KCET,2023,9
YKCE,Biotechnology,OBC,KCET,2024,52
SJBCE,Robotics and Automation Engineering,Tulu,KCET,2023,28
NCET,Data Science,SC,KCET,2024,29
CITGubbi,Robotics and Automation Engineering,Tulu,COMEDK,2023,55
SJBIT,Civil Engineering,OBC,COMEDK,2024,27
AIT,Civil Engineering,ST,COMEDK,2023,37
DSCE,Civil Engineering,GM,COMEDK,2024,23
YKCE,Computer Science and Engineering,GM,COMEDK,2023,56
SIT,Aerospace Engineering,Christian,KCET,2023,33
JNNCE,Biotechnology,OBC,COMEDK,2024,28
NCET,Data Science,Christian,KCET,2024,19
MSRIT,Electronics and Communication Engineering,OBC,COMEDK,2023,55
JIT,Computer Science and Engineering,GM,KCET,2023,56
PESU,Mechanical Engineering,GM,KCET,2024,7
NIE,Computer Science and Engineering,SC,COMEDK,2024,53
BMSCE,Data Science,GM,COMEDK,2023,32
CITGubbi,Chemical Engineering,SC,KCET,2023,25
BITM,Data Science,OBC,KCET,2023,24
CITGubbi,Artificial Intelligence and Data Science,OBC,COMEDK,2023,56
JSSSTU,Artificial Intelligence and Data Science,Tulu,KCET,2023,55
MSRUAS,Mechanical Engineering,Tulu,COMEDK,2023,32
HKBK,Computer Science and Engineering,Christian,KCET,2023,14
CMRIT,Electrical and Electronics Engineering,Tulu,KCET,2023,50
NIE,Mechanical Engineering,SC,KCET,2024,23
SJBIT,Information Science and Engineering,GM,COMEDK,2024,48
NHCE,Robotics and Automation Engineering,SC,COMEDK,2024,40
VVCE,Electronics and Communication Engineering,GM,COMEDK,2023,9
VVCE,Biotechnology,ST,COMEDK,2024,25
ACU,Aerospace Engineering,GM,KCET,2024,54
SDMIT,Biotechnology,Tulu,COMEDK,2023,49
PESU,Artificial Intelligence and Data Science,Christian,KCET,2023,52
JIT,Biotechnology,Tulu,COMEDK,2023,25
NIE,Electronics and Communication Engineering,SC,KCET,2024,29
DSCE,Data Science,Tulu,KCET,2023,45
REVA,Data Science,ST,COMEDK,2024,37
AITM,Mechanical Engineering,Christian,COMEDK,2024,26
YKCE,Artificial Intelligence and Data Science,Christian,COMEDK,2024,43
GMIT,Electronics and Communication Engineering,ST,KCET,2023,12
PRES,Chemical Engineering,Tulu,KCET,2023,22
KSIT,Aerospace Engineering,SC,KCET,2024,60
DBIT,Computer Science and Engineering,Christian,COMEDK,2024,30
RAIT,Mechanical Engineering,Tulu,KCET,2023,52
REVA,Computer Science and Engineering,SC,KCET,2023,36
JSSSTU,Robotics and Automation Engineering,GM,KCET,2024,58
ACU,Electrical and Electronics Engineering,GM,KCET,2023,48
VSM,Computer Science and Engineering,OBC,COMEDK,2023,10
VVCE,Aerospace Engineering,OBC,KCET,2024,28
PESU,Artificial Intelligence and Data Science,OBC,KCET,2023,14
SJBIT,Electrical and Electronics Engineering,ST,KCET,2024,47
RVUNIV,Robotics and Automation Engineering,Christian,KCET,2023,39
AITM,Electronics and Communication Engineering,Tulu,KCET,2024,18
HKBK,Robotics and Automation Engineering,Christian,KCET,2023,23
PRES,Computer Science and Engineering,Christian,COMEDK,2024,52
PESCE,Mechanical Engineering,SC,COMEDK,2024,48
CITGubbi,Mechanical Engineering,GM,KCET,2023,42
GMIT,Aerospace Engineering,OBC,KCET,2024,46
BIT,Electronics and Communication Engineering,Christian,COMEDK,2023,22
ACU,Electronics and Communication Engineering,OBC,KCET,2024,41
CITGubbi,Artificial Intelligence and Data Science,Tulu,COMEDK,2024,52
